"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
-67.7,-63.91,-119.3,20,-92.59,15.1,18.44,-72.79,-110.2,26.39,37.77,-18.32,134.2,38.3,-138.4,-32.29,69.49,72.03,137.7,128.1,-81.02,-96.63,-175,-71.11,-47.97,-33.42,90,-47.89,-4.99,-1.93,-3.31,1.11,2.58
227.1,232.2,9.7,230,10.42,-112.1,-112.1,-92.41,158.2,-88.29,14.78,41.81,-69.34,-55.81,39.05,-120.4,-78.08,46.91,-89.9,-156.3,164.6,-2.141,72.19,-4.999,65.38,-75,240,183.3,3.02,-4.95,0.75,0.03,-1.73
-13.8,-20.06,6.53,140,-25.64,-37.12,-55.66,-77.69,73.36,19.83,-19.2,11.12,-100.2,-69.09,72.44,25.2,-55.17,17,-100.2,-105.5,-18.89,-34.01,115.2,-3.609,58.58,55.6,170,-17.8,4.06,-0.81,3,-2.58,1.13
55.19,47.33,19.2,100,-71.43,-75.13,-81.02,121.2,-77.16,-62.19,44.4,-32.12,9.051,24.62,-55.85,-56.89,41.99,-34.79,-23.23,-50.5,-16.81,-47.71,25.05,-183.5,-36.6,-38.7,130,36.1,-3.1,2.63,-1.23,-4.14,-2.15
179.9,165.6,47.74,220,10.64,-100.8,-114.8,-112.3,61.09,-116.9,-66.38,133.5,17.91,-91.33,52.18,-140.6,-2.855,77.08,59.3,-245.1,-26.15,23.46,124.3,-159.6,48.51,-116.2,250,122.5,-1.61,0.93,2.85,4.4,-0.74
-12.69,-16.21,20.97,80,-45.45,-33.76,-30.31,-17.92,126.5,0.9401,41.32,-13.14,-89.87,54.8,79.19,-18.29,60.14,-45.15,1.946,63.49,112.9,-2.181,110.7,4.267,101.9,19.03,60,-8.644,-3.81,1.58,-0.29,-3.24,-4.31
-106,-99.03,-29.26,20,-129.6,98.17,88,71.47,-101.7,69.04,110,26.94,153.7,-18.27,-95.52,56.18,62.27,35.65,78.88,30.08,-154.8,30.53,-18.61,4.582,50.52,107.2,90,-76.44,-4.57,1.55,-2.02,-4.67,-3.87
-131.3,-124.9,-52.26,-90,-187.5,101.5,121.8,-6.143,-197.4,75.5,22.86,-88.02,127.2,-72.27,-201,105.1,63.34,-5.787,165.6,-3.333,-93.61,45.11,-193.2,43.33,-136.8,30.5,0,-105.6,2.69,4.2,2.31,-0.32,-2.89
-94.26,-85.01,-14.3,-40,-142.9,68.64,40.92,67.05,-184.4,49.45,95.01,-5.627,119.6,-23.94,-122.8,46.94,70.69,-26.55,86.44,33.98,-159,26.48,-85.25,-43.92,-28.49,110.6,60,-66.37,-1.89,3.67,-1.66,4.82,-3.8
200.1,202.3,44.33,250,-20,-114.7,-117.8,21.68,86.78,-121.6,-72.92,91.69,-66.82,-199.1,147,-127,-152.9,73.33,-178.3,-307.4,29.55,99.73,178.3,-83.12,73.97,-104.8,250,157.2,-3.71,-4.13,2.63,-4.74,-0.58
-103.1,-93.24,-24.06,0,-120,56.23,47.27,49.85,-42.25,70.94,106.2,-22.12,150.7,-42.71,-28.99,73.86,18.01,-10.98,66.97,9.042,-158.4,2.572,-116.3,-0.8772,64.6,86.16,70,-71.27,-2.22,0.79,3.16,-0.02,-2.87
6.148,3.074,-13.73,40,-68.97,-2.038,-47.98,35.48,19.24,25.76,90.54,-26.25,-12.07,32.35,79.4,12.51,164.4,-78.78,59.19,15.28,41.44,39.76,145.8,-14.04,158.3,49.82,90,0,3.63,4.26,0.03,0.63,-3.76
87.43,74.02,-16.66,120,-54.05,-88.96,-67.03,39.07,4.122,-83.46,99.49,-44.39,-0.2302,119.9,35.58,-43.1,165.5,-52.21,-13.5,26.19,124.1,-5.397,-6.803,-121.8,55.85,-61.85,150,44.49,-2.7,-4.28,-3.2,-4.48,3.05
77.19,68.9,3.02,70,-78.13,-93.73,-86.08,74.99,-72.49,-57.58,-15.82,-40.27,23.45,73.01,8.678,-64.28,81.23,-45.8,79.95,93.22,-63.89,-175.8,-12.06,-179.3,68.35,-131.2,90,47.89,-0.74,2.51,-4.19,-3.36,-0.65
0,-3.788,-9.149,40,-34.48,-45.98,-35.28,-59.42,113,-11.08,119.6,-47.69,-32.79,26.1,60.95,57.53,172.6,-170.4,28.04,43.34,95.45,40.14,170.2,-30.76,175.2,22.73,70,-3.017,-3.36,-0.41,-2.16,0.46,4.55
0.6562,3.618,19.26,60,-48.39,-18.3,-58.47,-4.908,33.69,24.68,67.22,-2.988,-48.06,10.19,1.358,-29.68,23.49,-97.41,-31.66,120.2,78.43,-22.94,119.5,-6.769,63.97,49.83,90,8.84,0.75,1.95,-0.85,0.18,-1.08
-12.47,-12.81,65.28,20,0,-59.5,-51.97,-67.68,81.96,13.78,63.71,-79.63,-41.57,-74.38,32.88,38.61,-29.56,-86.65,-41.37,-60.73,53.43,-23.37,175.3,-33.19,147.2,-44.15,60,-3.536,-3.26,4.84,-4.2,-2.86,2.27
183.1,193.5,44.66,160,-36.59,-104.6,-103.9,41.31,28.72,-78.6,24.22,58.66,-27.52,-143.7,46.89,-114.9,-53.23,44.06,-172.4,-258.5,130,121,-45.25,-32.12,-75.37,-47.89,150,171.9,-1.67,-0.12,4.63,1.52,0.62
202.1,203,31.36,240,-10.2,-81.09,-110.4,23.6,15.94,-107.4,-168.8,120.3,-67.52,-85.47,80.16,-129.9,-137.3,126,-39.42,-112.6,-83.82,90.73,31.4,-25.34,42.6,-45.27,240,159.1,-4.97,-0.88,-4.27,2.6,-2.32
-130.6,-131.1,-44.37,-120,-346.2,139.7,129.9,108.3,-81.32,144.5,71.6,-27.15,90.31,-154.8,-102.6,152.3,9.617,32.48,74.1,-35.49,-111.5,62.21,-101.5,166.1,-31.74,167.4,-90,-105,1.24,-1,-2.07,-3.68,4.65
-93.18,-95.93,-18.62,0,-160,64.11,77.96,112,-89.13,80.46,54.05,-49.64,122.7,90.59,22.96,47.08,66.75,-45.29,64.4,92.13,-110.4,-82.55,-184,-82.12,-59.79,-13.45,20,-72.84,-3.27,-4.51,-4.4,2.32,4.35
-103,-100.9,-29.28,-20,-130.4,56.26,90.95,87.38,-72.09,66.51,99.68,-55.47,170.3,115.5,-93.79,136.3,95.32,-101.5,97.39,116,-126.9,-27.63,-162.8,-73.55,-35.75,-17.94,50,-80.98,-1.86,-2.79,4.6,3.3,2.57
-86.39,-86.16,-50.38,-20,-130.4,-8.227,24.57,103.3,-198.8,-18.32,25.23,-102,24.14,77.18,-132.7,29.79,51.44,-4.507,104.4,140.2,-27.72,57.76,-6.588,-120,37.94,41.01,30,-69.23,0.86,-4.6,0.54,-2.9,-2.24
233,206.3,-15.73,230,10.42,-116,-115.5,-123.7,53.73,-122.3,-239.4,106.3,-117.1,-127.7,28.01,-85.92,-198.5,103.3,-107.3,-369,6.277,68.59,29.34,-40.57,29.38,-83.97,240,141.2,3.65,1.85,-0.3,3.18,-3.59
-12.43,-14.03,28.48,180,-11.63,-22.98,-22.14,-6.15,38.88,-66.69,-103.4,220.1,-112.9,NA,102.2,-102.9,3.474,175.7,-41.96,-64.64,57.02,46.92,88.4,28.19,4.153,9.768,180,-7.308,2.11,4.74,-4.68,-1.82,-1.29
84.42,73.46,6.389,130,-52.63,-66.1,-88.86,77.76,-2.184,-46.12,9.301,19.35,-11.17,85.27,48.03,-58.7,-43.38,59.79,-70.1,-3.192,-37.66,-78.64,-18.89,-120,82.2,-50.06,150,49.23,-4.68,-4.5,-1.31,2.21,-4.89
-12.43,-21.84,43.09,60,-48.39,-86.53,-28.81,5.776,-28.4,-38.89,33.8,-64.39,-23.88,-25.28,38.61,19.02,122.8,-54.32,-2.559,-7.581,11.51,3.592,159.3,-54.01,100.8,-10.18,110,-11.15,4.75,-1.66,-3.24,-3.62,-4.63
193.7,171.1,51.75,240,0,-133.1,-115.5,-87.46,106.2,-138.4,-135.3,82.7,-163.7,-46.85,94.53,-109.7,-150.5,84.24,-138.8,NA,127.1,31.17,124.8,-111.5,20.81,-98.26,240,118.5,-0.55,1.66,2.39,4.98,1.93
-70.03,-66.26,-39.79,-160,-277.8,101.8,4.549,67.57,-106.2,124,-48.28,-131,67.93,-49.55,-78.53,194.3,-65.69,-140.3,45.85,-104.1,-76.37,42.99,-160.1,114.1,-143.9,-14.83,-90,-53.85,1.71,2.88,2.15,4.65,-2.66
-96.86,-91.4,-91.91,0,-100,81.42,64.6,-129.3,-26.65,106.8,44.83,-59.03,99.01,61.01,-118,55.89,107.2,-11.75,173.1,80.2,-74.8,-63.38,-49.9,48.51,76.97,52.98,90,-68.85,2.48,-3.47,2.33,-0.15,1.49
-131.8,-115.9,-14.86,-20,-173.9,95.53,69.08,170,-117.9,84.54,100.1,-36.11,148,204.3,-103.6,72.73,70.71,-3.615,115.7,241.3,-100.4,-19.3,-143.4,-111.2,0.4721,39.96,40,-95.05,-3.17,0.12,-2.51,-4.79,-2.84
209.2,199.1,-26.72,-150,-250,-61.36,-104.7,35.61,-16.2,-70.81,-161.3,117.9,-119,-141.5,57.03,-12.3,-145,97.36,-145.1,-169.7,-91.56,191.9,36.58,NA,-62.84,35.75,-140,183.5,3.01,-2.88,-0.51,0.97,-0.85
-141.3,-134.5,1.993,-90,-156.3,80.76,89.13,-42.39,-93.25,111.9,1.117,-4.717,103.5,-39.23,-102.9,128.8,64.67,37.52,134.6,-13.16,-113.1,-110,-183.8,8.225,-111.6,23.13,-30,-123.5,1.05,-2.52,4.85,-2.05,0.01
37.36,29.79,49.77,-40,-142.9,-8.757,-71.31,81.82,-91.99,32.46,-28.26,-119.8,133.9,107.1,-102.3,6.228,-101.6,-236.4,127.5,140.4,-32.1,20.98,-85.05,-128.6,-58.26,-87.67,-10,-10.7,-0.71,3.19,-3.93,-4.24,1.65
70.65,65.88,-11.81,100,-71.43,-105.7,-77.99,25.31,-2.933,-47.91,-53.78,-27.89,-109.2,19.05,38.03,-127.2,-86.53,-38.21,-162.8,115.5,-68.66,-61.09,30.6,-59.57,-25.35,-56.47,90,40.73,-1.48,4.14,4.16,-1.2,4.95
154.9,160.8,50.22,230,0,-96.43,-98.05,-84.18,100,-60.03,2.663,51.34,-73.43,-142.8,41.71,-78.8,-9.923,21.63,-89.36,-184.3,123.4,67.29,51.18,-72.97,4.221,1.738,220,147.8,-0.13,3.94,3.36,0.08,0.69
-117.5,-103.2,-23.21,-20,-195.7,132.4,62.39,179.8,-257.5,21.23,134.1,-122.8,168.6,222.4,-255.6,-20.85,16.28,-52.23,82.48,158,-107.9,103.4,-191.7,-102.5,-40.35,-14.39,60,-79.71,-3.78,-1.2,3.73,-4.2,4.65
-6.41,-3.205,-3.726,10,-76.92,-15.95,-48.79,103.3,-13.64,2.535,77.87,-24.82,-6.476,29.96,25.49,30.81,55.43,-98.71,-71.02,26.84,42.11,13.02,93.71,-44.43,15.88,10.31,20,-4.322,-0.91,-4.7,4.62,4.48,1.73
60.02,55.01,-82.69,170,59.52,-34.5,-73.55,-308.6,289.9,-12.37,-87.23,-83.7,-185.4,28.65,51.78,-115.3,-64.38,-65.28,-54.81,45.33,275.1,-58.09,281.4,-78.37,258.6,-60.06,180,48.2,3.28,1.66,0.38,1.49,-1.87
-106.6,-100.2,0.2396,0,-140,61.5,66.76,104.2,-112,59.06,126.7,-59.08,159.4,32.57,-108.7,36.12,41.74,-44.27,57.3,94.05,-174.1,22.34,-126.1,-92.67,36.99,42.6,30,-77.46,1.1,4.92,1.62,-4.28,-1.31
201,191.1,-9.61,130,26.32,-108.7,-106.6,-125.8,136,-167,33.91,84.39,-82.94,-126.6,85.32,-192.4,50.87,13.99,-41.3,-57.16,95.81,178.3,140.7,NA,66.36,-107.2,120,143.3,2.69,-2.1,-3.91,-3.98,2.96
69.35,62.8,7.911,100,-42.86,-92.31,-73.55,37.66,-20.48,-73.51,45.63,-37.66,15.16,19.52,-53.39,-83.97,17.78,-35.68,-19.69,15.08,4.23,-12.48,-112.5,-125.6,-5.691,-146.4,120,50.2,3.74,-2.85,4.26,-0.45,-3.88
223.2,208.5,74.4,250,-10,-148,-123.1,-13.95,23.98,-163.4,-215.2,62.98,-169.5,-96.62,106.2,-186,-150,54.1,-73.72,-221.8,6.628,-42.89,48.03,-165.2,53.05,-106,250,168.6,2.98,-2.07,1.59,-4.21,3.22
-106.6,-100.2,NA,-50,-125,29.87,58.51,111.9,-52.98,69.85,8.51,-46.23,68.55,37.79,-88.75,87.67,-13.03,-37.59,103.2,55.41,-94.06,-105.2,-98.05,-76.7,15.88,13.22,NA,-79.12,1.39,2.82,-0.43,0.52,2.67
-12.82,-6.41,33.74,80,-30.3,-17.04,-32.28,39.25,31.68,-51.93,140.4,51.2,36.81,122.6,49.97,-35.62,141,17.81,20.83,75.57,79.99,17.44,25.87,-29.46,72.33,6.534,100,-9.641,3.68,-3.02,-3.81,0.33,-3.75
211.6,208.4,-19.78,250,0,-124.1,-112.5,-99.38,40.76,-131.3,-226.9,61,-123,-134,138.6,-142.2,-291.6,14.91,-205.3,-253.9,12.26,103.9,46.14,-103.9,48.8,-118.4,240,176.7,0.47,-1.19,2.32,-0.51,-3.83
-38.99,-32.32,20.76,170,-11.9,-47.07,-10.89,25.62,36.25,-98.62,11.55,167.6,-67.32,-2.957,115.9,-85.77,65.39,119.9,-72.11,4.795,107.3,15.94,71.92,12.55,-20.94,-18.94,180,-28.45,2.74,-0.99,1.35,2.47,3.98
55.62,63.07,19.34,100,-42.86,-63.57,-83.48,46.22,-45.78,-58.55,6.761,65.89,60.98,35.26,-4.262,-71.81,11.24,44.02,58.75,-24.64,-102.7,-110.6,36.39,-113.6,85.61,-88.29,130,53.55,0.91,1.8,-3.04,0.91,-3.89
-17.78,-18.5,23.35,40,-51.72,-73.47,-54.44,56.31,6.146,-12.54,29.89,-26.03,-27.38,-26.16,24.31,-6.279,26.47,-11.15,-6.091,-16.89,55.45,-18.47,95.6,-47.24,89.49,7.789,50,-12.05,-2.33,-2.63,-3.06,4.46,-1.63
-112.4,-107.5,-3.378,-40,-142.9,44.24,68.96,10.39,-112,77.49,-8.394,-64.17,41.61,13.42,-131.2,65.7,29.01,-11.91,64.64,86.91,-80.47,-33.06,-112.7,-58.64,-43.22,-4.39,10,-90.7,-4.62,-2.77,-4.46,4.45,1.29
-110.1,-99.92,-71.21,0,-120,59.64,54.44,20.27,-103,62.65,108.1,-64.17,156.6,33.89,-134.5,88.25,104.3,-18.04,146,66.77,-109.1,20.8,-93.2,-53.81,78.35,31.81,70,-79.99,1.49,2.13,-2.28,NA,3.15
81.36,69.84,34.2,-20,-152.2,-62.58,-100.4,77.92,-75.76,5.797,-8.834,-3.688,124.4,-18.86,-56.63,43.68,-97.4,-77.03,7.186,-44.92,-23.98,-90.62,-105.5,-102.6,40.35,-62.28,30,-250,-3.63,-3.68,-2.42,1.61,-3.26
2.542,-2.895,-32.66,100,-71.43,9.386,-42.26,-101.9,105.4,41.13,108.6,-11.26,-145,-116.1,64.09,-32.85,22.89,14.78,-71.52,-70.4,65.63,73.72,65.67,50.58,160.5,-33.12,100,-250,1.75,2.16,-1.54,3.16,-2.53
-96.61,-94.14,-70.02,-60,-342.1,128.2,68.66,165.7,-168,87.56,156.7,-115,131.1,47.01,82.92,143,42.12,-173,-10.52,24.67,-156.7,-0.8215,-181.4,-64.43,10.31,18.11,-40,-250,3.1,2.08,2.59,-1.55,2.79
-17.8,-8.898,-7.039,220,-10.64,-19.17,-10.56,-151.5,154,-126.5,32.88,104.2,-101.7,-78.59,255.1,-155.4,-7.962,105.6,-162,-49.03,121.4,12.35,57.47,75.51,-29.11,-54.92,190,-250,-4.72,2.58,1.14,4.82,1.32
-157.6,-149.6,-106.1,-130,-250,39.08,206,102,-105.6,62.09,191.6,-80.95,78.51,62.71,-28.94,193.3,99.81,-136.9,105.6,45.49,-169.4,-8.449,-66.67,80.21,26.27,150.6,-20,-250,2.22,1.94,2.37,-2.37,2.53
-99.15,-91.24,-109.4,-50,-250,233.3,110.9,185.5,-182.9,87.15,179.5,-40.42,206.1,187.6,-117,113.8,86.84,-92.51,176.4,130.1,-126.2,77.53,-204.1,-97.58,209.3,180.5,50,-250,-4,3.37,-4.65,-3.44,-3.67
73.73,66.03,29.41,70,-140.6,-50.01,-100.4,96.33,-98.96,-9.406,112.9,7.294,129.4,-51.29,-4.021,-82.73,65.83,6.01,64.24,-26.56,43.69,-46.24,-0.6183,-36.26,98.55,32.55,120,-250,3.89,0.72,-0.58,1.94,-1.52
228.8,222.7,13.1,230,-31.25,18.52,-95.07,34.02,-37.09,-126.5,-195,170.1,-118.3,-91.9,110.6,-138.2,-138.5,127.2,-133.5,-63.27,-50.76,250.2,11.19,-11.03,-14.09,5.847,230,-250,-4.97,2.43,-1.58,1.05,4.34
-102.9,-88.21,-75.91,-30,-250,158.6,51.75,112.6,-230.4,102.9,92.64,-93.37,221.4,130.6,-86.56,109.6,12.45,-127.1,174.5,124.5,-130.5,51.25,-253.8,-129.2,-54.04,-63.23,50,-65.68,3.34,1.51,-4.17,-2.57,-0.08
224.3,222.4,-5.459,240,51.02,-40.31,-114.2,-170.8,225.3,-101.7,-50.56,129.7,-101.9,-196.5,189.7,-130.6,9.802,134,-78.78,-299.2,142.8,232.6,91.74,-24.58,140.7,20.08,250,176,-0.35,-4.93,-3.43,-0.73,3.86
105.3,93.09,46.65,-60,-105.3,-39.34,-88.27,74.8,-80.67,0.185,69.82,-79.82,114.5,34.48,-38.03,-17.38,15.09,-160.1,9.326,56.63,62.11,-20.04,-16.21,-91.08,66.12,-75.09,-20,77.23,1.09,1.15,-4.62,-4.31,-0.9
-148.7,-136.9,-146.6,-180,-428.6,135.3,124.4,98.85,-268.6,99.98,10.49,-58.31,179.2,-60.74,-135.1,155.3,-31.84,-14.41,125,-77.81,-157.5,-47.09,-365.8,70.23,-312.7,-20.71,-80,-117.8,-2.89,4.64,-3.85,3.37,3.09
-104.5,-89.02,-131.7,-50,-150,68.34,72.5,-79.96,-51.88,99.57,-8.91,-148.5,150.1,173.1,-216.5,80.92,-8.044,-100.3,119.5,38.98,-70.36,77.2,-103.6,33.7,-36.17,-97.39,50,-64.09,-4.45,-4.44,4.02,-3.28,0.86
104.5,100,112,60,-32.26,-144.1,-93.46,-59.15,16.51,-38.33,-13.47,-53.16,23.63,65.59,-28.03,2.71,37.56,-68.69,35.76,10.46,104.4,-103.4,14.63,-108.7,53.61,-120.4,100,79.62,-0.07,2.71,1.25,2.99,-2.19
-154.1,-141,-57.95,-100,-233.3,113.9,120.3,128.7,-206.8,89.55,84.15,-46.74,171.1,24.05,-133.7,133.1,56.81,-35.26,167.3,102.4,-132.7,-31.01,-177.9,32.33,23.72,-46.77,-20,-119,-0.14,-0.48,-3.31,1.97,-2.68
4.07,2.035,-32.84,130,-13.16,2.716,-36.53,-3.807,101,16.96,117.3,-13.51,-115.7,-52.55,49.17,-0.7329,-9.637,-69.07,-114.9,27.22,135,91.28,86.87,6.173,111.2,88.42,150,-10.39,3.95,-2.89,-2.69,-1.21,-0.74
226.7,235.5,-25.28,220,-21.28,-16.34,-96.27,33.32,-40.49,-53.58,-236.9,92.59,-143.5,-180.9,42.19,-107.3,-142.5,189,-52.17,-173.1,-116.7,206.3,57.49,133.6,8.131,141.2,230,206.9,-3.99,-1.26,-2.56,1.57,-3.17
13.95,15.7,-13.77,180,-34.88,3.775,-36.53,63.68,104.9,-9.854,120.3,20.78,-123.1,-85.37,174.9,-35.93,126,-45.98,-46.76,-87.76,136.9,113.3,45.82,46.44,80.43,43.2,160,9.446,2.52,1.26,2.4,-1.96,0.16
72.67,82.85,46.48,-40,-142.9,-53.4,-88.81,-17.48,-49.66,9.119,-62.13,-62.81,143.3,-39.62,-78.43,-75.6,-83.37,-150.7,62.41,46.58,70.66,-65.81,-55.76,88.79,-135.6,-73.61,-10,72.1,-2.81,-0.69,0.4,-1.38,-4.47
88.95,82.27,38.22,-50,-100,-42.81,-81.34,86.71,-58.17,7.469,NA,-93.89,155.4,7.136,25.05,40.91,147.8,-120.2,150,-5.791,78.7,-21.71,8.301,-35.34,48.82,-66.08,-30,59.19,1,1.16,2.7,4.91,-1.9
-86.63,-81.1,18.23,-10,-145.8,-3.636,15.75,98.79,-72.58,55.32,21.79,-41.91,87.84,82.74,-39.7,97.93,41.34,-57.53,129.4,71.63,-95.97,-131.6,-179.3,-138.3,-50.31,-116,10,-66.12,0.76,-3.84,-1.15,4.79,-0.25
-133.5,-113.6,-127.7,-240,0,21.43,59.45,36.99,-81.89,65.47,5.25,-23.61,46.03,6.351,-7.98,120.9,-51.19,-48.29,5.799,79.33,-75.37,-59.07,-65.23,69.36,-64.83,74.77,-250,-82.5,-2.42,-0.92,1.74,3.46,-1.19
247.2,227.7,-19.84,250,-50,25.63,-77.68,44.91,NA,-110.8,-240.5,137.6,-186,-215.6,136.7,-196.5,-275.2,219.2,-189.2,-78.14,20.63,259.5,-23.11,140,-21.15,76.67,250,174,4.83,4.85,2.24,-2.87,0.82
-93.75,-72.92,-144.4,-130,-250,201.1,43.78,46.19,-237.5,63.9,153.4,-46.07,205.4,31.01,-101.5,83.94,-0.03369,-48.96,149.3,-92.46,-205.5,106.5,-187.5,-112.6,22.99,78.19,20,-54.67,2.49,NA,3.31,4.32,1.26
100.4,81.44,1.865,10,-192.3,7.767,-97.27,-22.44,-113.3,43.39,51.48,-67.62,69.41,-16.41,-160.3,-78.75,165.8,-52.34,132.4,-6.566,-122.1,51.93,-125.3,-73.73,37.85,13.33,90,66.6,-3.86,-4.41,1.72,-0.57,1.85
-2.841,-11.84,-95.48,20,37.04,-16.4,24.19,-73.17,37.66,-70.19,133.6,61.26,56.42,-100.8,-174.5,-58.99,120.9,19.27,116.8,47.83,44.22,49.76,243.5,73.91,131.5,103.2,60,NA,0.04,0.94,2.46,-2.21,-2.02
-105.1,-83.81,-131.9,-100,-266.7,86.57,12.43,-6.717,-17.38,123.1,21.76,-108.9,60.75,-43.92,-133.9,38.96,-55.84,31.43,116.8,-35.2,-59.91,125.3,-94.26,127.4,74.33,-65.56,-30,-64.61,-2.46,-0.39,2.75,2.77,4.72
139.2,111.3,60.55,40,-103.4,-74.19,-109,11.17,82.64,34.71,40.16,-79.3,84.13,3.506,27.32,14.16,88.33,-78.01,76.41,-76.71,-62.35,-31.59,-85.67,19.33,168.9,-61.76,70,71.57,-0.6,2.87,-0.65,1.44,-4.65
216.9,191.8,69.65,240,20.41,-25.86,-97.27,-93.1,112.8,-79.65,-24.47,174,-38.84,-86.61,108.5,-122.5,-59.72,103,-78.26,-149.7,58.05,60.25,101.6,111,30.64,36.09,250,142.6,-1.58,-4.63,-1.95,-2.01,1.52
0,7.629e-06,11.09,10,-96.15,81.32,-30.66,32.39,-10.28,67.05,126,-47.41,25.24,-59.1,-128.6,25.09,82.9,-82.74,69.68,32.09,-81.87,144.1,120,8.488,166.2,80.08,90,-5.467,0.19,2.34,-4.86,0.11,0.56
-111.8,-102.8,-111,-80,-323.5,151.5,61.46,61.08,-218.6,79.72,89.32,-87.26,177.5,30.57,-129.6,56.45,-0.1472,-40.28,114.5,-27.65,-173.6,37.23,-292.3,-105.2,-129,-135.2,0,-80.3,1.19,4.59,-0.13,-2.49,1.35
0,-19.53,-82.69,0,-40,17.03,14.9,26.64,-11.89,-39.86,139.2,91.51,61.42,-140.2,-94.2,5.39,136,14.65,100.7,57.31,-43.63,71.35,154.3,-14.7,50.8,42.72,40,-34.41,-2.07,2.18,2.38,-4.45,-3.05
-97.27,-83.79,-149.9,-100,-133.3,68.18,19.56,-18.85,8.139,112.8,-23.31,-142.4,138,-50.05,-38.04,148.4,-59.77,-107.5,10.96,-201.5,20.17,100.8,-191,118.8,-109.7,-141.5,-30,-77.14,1.49,-2.12,-4.55,-1.99,-2
-158.7,-141.9,-114.4,-120,-269.2,145.5,117.3,71.16,-201.2,85.42,80.52,-37.09,166.2,-73.46,-98.13,158.9,52.85,-50.39,144.1,-91.7,-165.2,0.795,-232,19.76,-124.9,38.99,0,-128.2,1.78,-2.91,3.1,-2.87,-3.6
96.42,75.55,58.62,40,-137.9,-47.22,-92.2,109,-88.76,3.037,105.7,-63.54,104.9,1.965,34.41,-29.15,142.6,-58.34,NA,18.1,25.35,-50.22,-28.82,-147.8,77.83,-9.127,90,45.49,3.56,-4.37,3.68,-1.29,-3.79
202.2,191,52.3,250,20,-31.75,-92.2,-91.33,163.8,-59.22,21.27,98.35,-72.35,-183.6,84.95,-107.2,-36.95,150.5,-52.15,-270.8,102.3,224.7,45.89,105.9,37.69,-30.39,250,142.8,0.49,-2.11,-0.78,-3.48,0.22
-106.5,-101.3,-14.46,-30,-204.5,32.61,20.78,8.875,-153.3,71.66,-22.33,-57.12,107.4,139.7,-129.9,96.54,83.26,-64.37,129.5,76.97,-157.3,-0.2972,-170.5,-157.8,-70.91,-42.28,30,-88.57,2.16,3.33,-3.7,-4.04,-4.93
-1.402,4.107,12.81,-20,21.74,1.741,-57.69,-11.06,88.19,1.848,101.2,28.7,-113.5,-97.99,38.05,45.08,128,-104.8,66.87,60.25,155.6,90.12,25.5,-12.42,49.61,58.69,10,1.31,3.08,-3.53,-4.82,4.51,-2.05
-113.6,-109.7,18.33,-40,-142.9,-15.78,27.91,33.22,-87.41,61.73,-65.78,-29.86,62.62,109.8,-119.4,125,40.87,-71.65,88.02,107.8,-165.1,-68.34,-133.9,-126.1,-56.95,-75.02,10,-97.22,2.28,2.49,0.79,-0.45,0.18
-161.2,-155.1,-52.67,-20,-195.7,-20.78,63.58,-7.215,-51.06,94.49,NA,-50.05,26.05,-15.7,-38.93,112.9,-50.19,41.59,50.79,24.24,-40.31,-163.4,-201.1,12.93,-139.7,-192.1,30,-133.9,1.36,-4.55,-3.6,1.68,-1.16
76.17,78.95,-13.99,-60,-26.32,-130.9,-93.35,-50.79,30.57,-38.85,-6.814,-77.82,71.58,-9.052,-46.63,-49.9,-32.13,-54.43,37.26,26.81,113.2,-67.1,110.6,3.215,23.75,-179.9,-60,54.25,-4.44,0.1,-0.78,-3.42,-3.17
41.59,56.85,-158.3,90,-73.53,-20.78,-43.42,9.729,-37.34,-31.57,14.91,-85.39,155.9,-16.53,78.64,-73.33,-43.91,-162.4,-103.2,-19.49,109.3,42.27,64.17,176.4,9.266,-87.22,140,53.72,-3.08,-4.6,-1.28,-2.06,4.21
-113.4,-105,-198.4,-70,-138.9,-36.12,99.31,-82.06,-108.6,32.42,-129.2,-120.3,12.4,138.2,-199.1,106.2,74.21,-33.69,206.8,-64.82,-118.4,19.24,-129.4,-77.22,-103.1,-181.7,-30,-82.18,-3.91,-0.15,-4.85,4.28,0.18
11.28,7.306,49.33,70,-31.25,14.55,-41.75,55.19,57.06,0.9764,115,65.65,-128,-113.2,103.3,42.08,69.14,-20.24,-55.52,-33.92,59.74,83.07,127.4,-19.91,62.8,69.07,70,5.038,-2.25,3.52,0.07,0.95,2.32
-142.2,-129.4,-89.52,-50,-225,70.38,86.49,77.92,-132.7,97.57,7.76,-40.9,145.5,-27.46,-15.74,133.9,-47.34,-25.91,102.4,43.35,-89.09,-99.3,-256.9,-1.931,-140.5,-65.74,0,-103.7,-1.12,4.66,4.81,1.17,-4.98
97.12,90.23,-13.22,100,-71.43,-96.09,-86.63,0.9608,36.73,1.734,24.42,-34.24,127.4,-102.5,28.91,-27.7,3.301,3.822,14.93,-17.27,135.6,-85.62,90.66,26.54,32.96,-16.52,110,63.06,0.71,-4.58,-3.23,-2.26,-1.2
11.28,7.306,43.57,20,-92.59,5.239,-54.57,148.2,-27.27,9.689,113.5,46.7,-51.74,-117.1,5.909,21.94,130.8,-48.56,35.58,6.498,-3.514,66.14,109.2,-56.25,59.26,63.94,30,2.953,3.63,1.21,-4.76,-2.08,0.29
